Lang_Id,likely_subtag,LangName,regions,variants,ROD,RODs,Macro,unwritten,obsolete,deprecated,areas,ISO 639-3,confirmed,Date modified,comments
wbv,wbv-Latn-AU,Wajarri,AU,,,,,1,,,ANZ,wbv,LE,10-Jan-2018,
wbw,wbw-Latn-ID,Woi,ID,,,,,1,,,SEA,wbw,,,
wca,wca-Latn-BR,Yanomámi,BR,,,03818 18464,,,,,SAM,wca,LE,9-Jan-2018,
wci,wci-Latn-TG,"Gbe, Waci",BJ TG,,,,,,,,WAF,wci,,,
wdd,wdd-Latn-GA,Wandji,GA,,,,,1,,,MAF,wdd,LE,30-Jan-2018,
wdg,wdg-Latn-PG,Wadaginam,PG,,,,,1,,,MEL,wdg,LE,10-Jan-2018,
wdj,wdj-Latn-AU,Wadjiginy,AU,,,,,1,,,ANZ,wdj,LE,10-Jan-2018,
wdk,wdk-Latn-AU,Wadikali,AU,,,,,1,,,ANZ,wdk,LE,10-Jan-2018,Extinct
wdt,wdt-Latn-CA,Wendat,CA,,,,,,,,NAM,wdt,,,
wdu,wdu-Latn-AU,Wadjigu,AU,,,,,1,,,ANZ,wdu,LE,10-Jan-2018,Extinct
wdy,wdy-Latn-AU,Wadjabangayi,AU,,,,,1,,,ANZ,wdy,LE,10-Jan-2018,Extinct
wea,wea-Zyyy-MM,Wewaw,MM,,,,,1,,,SEA,wea,NMC,6-Dec-2017,Extinct
wec,wec-Latn-CI,Wè Western,CI,,,18257,,,,,WAF,wec,,,
wed,wed-Latn-PG,Wedau,PG,,,02296 02344,,,,,MEL,wed,LE,10-Jan-2018,
weg,weg-Latn-AU,Wergaia,AU,,,,,1,,,ANZ,weg,LE,10-Jan-2018,
weh,weh-Latn-CM,Weh,CM,,,,,,,,MAF,weh,,,
wei,wei-Latn-PG,Kiunum,PG,,,,,,,,MEL,wei,LE,10-Jan-2018,
wem,wem-Latn-BJ,"Gbe, Weme",BJ,,,,,1,,,WAF,wem,,,
weo,weo-Latn-ID,Wemale,ID,,,18271,,,,,SEA,weo,,20-Apr-2018,
wep,wep-Latn-DE,Westphalien,DE,,,,,,,,WEU,wep,,,
wer,wer-Latn-PG,Weri,PG,,,02123,,,,,MEL,wer,LE,10-Jan-2018,
wes,wes-Latn-CM,"Pidgin, Cameroon",CM,,,,,,,,MAF,wes,,,
wet,wet-Latn-ID,Perai,ID,,,,,1,,,SEA,wet,,,
weu,weu-Latn-MM,"Chin, Rawngtu",MM,,,,,,,,SEA,weu,NMC,6-Dec-2017,
wew,wew-Latn-ID,Wejewa,ID,,,00693,,,,,SEA,wew,,20-Apr-2018,
wfg,wfg-Latn-ID,Zorop,ID,,,,,1,,,SEA,wfg,,,
wga,wga-Latn-AU,Wagaya,AU,,,,,1,,,ANZ,wga,LE,10-Jan-2018,Extinct
wgb,wgb-Latn-PG,Wagawaga,PG,,,,,1,,,MEL,wgb,LE,10-Jan-2018,
wgg,wgg-Latn-AU,Wangganguru,AU,,,,,1,,,ANZ,wgg,LE,10-Jan-2018,Extinct
wgi,wgi-Latn-PG,Wahgi,PG,,,04105,,,,,MEL,wgi,LE,10-Jan-2018,
wgo,wgo-Latn-ID,Ambel,ID,,,01292,,1,,,SEA,wgo,,,
wgu,wgu-Latn-AU,Wirangu,AU,,,,,1,,,ANZ,wgu,LE,10-Jan-2018,Extinct
wgw,wgw-Latn-PG,Wagawaga,PG,,,,wgb,1,,wgb,MEL,wgb,LE,10-Jan-2018,
wgy,wgy-Latn-AU,Warrgamay,AU,,,,,1,,,ANZ,wgy,LE,10-Jan-2018,
wha,wha-Latn-ID,Sou Upaa,ID,,,,,1,,,SEA,wha,,,
whg,whg-Latn-PG,"Wahgi, North",PG,,,05166,,,,,MEL,whg,LE,10-Jan-2018,
whk,whk-Latn-ID,"Kenyah, Wahau",ID MY,,,,,,1,,SEA,whk,LE,12-Dec-2017,
whu,whu-Latn-ID,"Kayan, Wahau",ID,,,,,1,,,SEA,whu,,,
wib,wib-Latn-BF,"Toussian, Southern",BF CI,,,,,,,,WAF,wib,,,
wic,wic-Latn-US,Wichita,US,,,,,1,,,NAM,wic,LE,9-Jan-2018,
wie,wie-Latn-AU,Wik-Epa,AU,,,,,1,,,ANZ,wie,LE,10-Jan-2018,Extinct
wif,wif-Latn-AU,Wik-Keyangan,AU,,,,,1,,,ANZ,wif,LE,10-Jan-2018,Extinct
wig,wig-Latn-AU,Wik-Ngathana,AU,,,,,1,,,ANZ,wig,LE,10-Jan-2018,
wih,wih-Latn-AU,Wik-Me'anha,AU,,,,,1,,,ANZ,wih,LE,10-Jan-2018,
wii,wii-Latn-PG,Minidien,PG,,,,,,,,MEL,wii,LE,10-Jan-2018,
wij,wij-Latn-AU,Wik-Iiyanh,AU,,,,,1,,,ANZ,wij,LE,10-Jan-2018,
wik,wik-Latn-AU,Wikalkan,AU,,,,,1,,,ANZ,wik,LE,10-Jan-2018,
wil,wil-Latn-AU,Wilawila,AU,,,,,1,,,ANZ,wil,LE,10-Jan-2018,Extinct
wim,wim-Latn-AU,Wik-Mungkan,AU,,,03773,,,,,ANZ,wim,LE,10-Jan-2018,
win,win-Latn-US,Ho-Chunk,US,,,00203,,,,,NAM,win,LE,9-Jan-2018,
wir,wir-Latn-BR,Wiraféd,BR,,,,,1,,,SAM,wir,LE,10-Jan-2018,Extinct
wiu,wiu-Latn-PG,Wiru,PG,,,,,,,,MEL,wiu,LE,10-Jan-2018,
wiv,wiv-Latn-PG,Vitu,PG,,,,,,,,MEL,wiv,LE,10-Jan-2018,
wiy,wiy-Latn-US,Wiyot,US,,,,,,,,NAM,wiy,LE,9-Jan-2018,Extinct
wja,wja-Latn-NG,Waja,NG,,,01788,,,,,WAF,wja,,,
wji,wji-Latn-NG,Warji,NG,,,,,,,,WAF,wji,,,
wka,wka-Latn-TZ,Kw'adza,TZ,,,,,1,,,EAF,wka,LE,10-Jan-2018,Extinct
wkb,wkb-Zyyy-IN,Kumbaran,IN,,,,,1,,,SAS,wkb,,,
wkd,wkd-Latn-ID,Mo,ID,,,01123,,1,,,SEA,wkd,,,
wkl,wkl-Zyyy-IN,Kalanadi,IN,,,,,1,,,SAS,wkl,,,
wkr,wkr-Latn-AU,Keerray-Woorroong,AU,,,,,1,,,ANZ,wkr,LE,28-Jan-2019,
wku,wku-Zyyy-IN,Kunduvadi,IN,,,,,1,,,SAS,wku,,,
wkw,wkw-Latn-AU,Wakawaka,AU,,,,,1,,,ANZ,wkw,LE,10-Jan-2018,Extinct
wky,wky-Latn-AU,Wangkayutyuru,AU,,,,,1,,,ANZ,wky,LE,10-Jan-2018,Extinct
wla,wla-Latn-PG,Walio,PG,,,,,1,,,MEL,wla,LE,10-Jan-2018,
wlc,wlc-Zyyy-KM,"Comorian, Mwali",KM MG RE,,,,,1,,,EAF,wlc,,,
wle-Arab,wle-Arab-ET,Wolane,ET,,,,,1,,,EAF,wle,LE,,I'm not ready to say this is a default
wlg,wlg-Latn-AU,Kunbarlang,AU,,,,,1,,,ANZ,wlg,LE,10-Jan-2018,
wlh,wlh-Latn-TL,Welaun,ID TL,,,,,,,,SEA,wlh,,,
wli,wli-Latn-ID,Waioli,ID,,,,,1,,,SEA,wli,,,
wlk,wlk-Zyyy-US,Wailaki,US,,,,,1,,,NAM,wlk,LE,10-Jan-2018,Extinct
wll,wll-Zyyy-SD,Wali,SD,,,,,1,,,NAF,wll,,,
wlm,wlm-Latn-GB,Middle Welsh,GB,,,,,,,,NEU,wlm,St,,Historical
wlo,wlo-Arab-ID,Wolio,ID MY,,,,,,1,,SEA,wlo,,,
wlr,wlr-Latn-VU,Wailapa,VU,,,,,1,,,MEL,wlr,LE,10-Jan-2018,
wls,wls-Latn-WF,Wallisian,FJ NC VU WF,,,,,,,,MEL POL,wls,CLDR,,
wlu,wlu-Latn-AU,Wuliwuli,AU,,,,,1,,,ANZ,wlu,LE,10-Jan-2018,Extinct
wlv,wlv-Latn-AR,Wichí Lhamtés Vejoz,AR,,,,,,,,SAM,wlv,LE,9-Jan-2018,
wlw,wlw-Latn-ID,Walak,ID,,,,,,,,SEA,wlw,,20-Apr-2018,
wlx,wlx-Latn-GH,Wali,GH,,,,,,,,WAF,wlx,LE,12-Jan-2018,
wly,wly-Zyyy-NP,Waling,NP,,,,,1,,,SAS,wly,LE,10-Jan-2018,Extinct
wma,wma-Latn-NG,Mawa,NG,,,,,1,,,WAF,wma,,,Extinct
wmb,wmb-Latn-AU,Wambaya,AU,,,,,1,,,ANZ,wmb,LE,10-Jan-2018,
wmc,wmc-Latn-PG,Wamas,PG,,,,,1,,,MEL,wmc,LE,10-Jan-2018,
wmd,wmd-Latn-BR,Mamaindé,BR,,,14667,,,,,SAM,wmd,LE,9-Jan-2018,
wme,wme-Deva-NP,Wambule,NP,,,,,,,,SAS,wme,,,
wmg,wmg-Zyyy-CN,Western Minyag,CN,,,,,1,,,EAS,wmg,,,
wmh,wmh-Latn-TL,Waima'a,TL,,,,,,,,SEA,wmh,LE,12-Jan-2018,
wmi,wmi-Latn-AU,Wamin,AU,,,,,1,,,ANZ,wmi,LE,10-Jan-2018,Extinct
wmm,wmm-Latn-ID,Maiwa,ID,,,,,1,,,SEA,wmm,,,
wmn,wmn-Latn-NC,Waamwang,NC,,,,,1,,,MEL,wmn,LE,10-Jan-2018,Extinct
wmo,wmo-Latn-PG,Wom,PG,,,00601,,,,,MEL,wmo,LE,10-Jan-2018,
wms,wms-Latn-ID,Wambon,ID,,,18145 21129,,,,,SEA,wms,,20-Apr-2018,
wmt,wmt-Latn-AU,Walmajarri,AU,,,19464,,,,,ANZ,wmt,LE,10-Jan-2018,
wmw,wmw-Latn-MZ,Mwani,MZ,,,,,,,,EAF,wmw,,,
wmw-Arab,wmw-Arab-MZ,Mwani,MZ,,,,,,,,EAF,wmw,,,
wmx,wmx-Latn-PG,Womo,PG,,,,,1,,,MEL,wmx,LE,10-Jan-2018,
wnb,wnb-Latn-PG,Wanambre,PG,,,,,1,,,MEL,wnb,LE,10-Jan-2018,
wnc,wnc-Latn-PG,Wantoat,PG,,,,,,,,MEL,wnc,LE,10-Jan-2018,
wnd,wnd-Latn-AU,Wandarang,AU,,,,,1,,,ANZ,wnd,LE,10-Jan-2018,Extinct
wne,wne-Arab-PK,Waneci,PK,,,,,1,,,SAS,wne,,,
wng,wng-Latn-ID,Wanggom,ID,,,,,1,,,SEA,wng,,,
wni,wni-Arab-KM,"Comorian, Ndzwani",KM MG RE,,,,,,,,EAF,wni,CLDR,,
wni-Latn,wni-Latn-KM,"Comorian, Ndzwani",KM MG RE,,,,,,,,EAF,wni,,,
wnk,wnk-Latn-ID,Wanukaka,ID,,,,,1,,,SEA,wnk,,,
wnm,wnm-Latn-AU,Wanggamala,AU,,,,,1,,,ANZ,wnm,LE,10-Jan-2018,Extinct
wnn,wnn-Latn-AU,Wunumara,AU,,,,,1,,,ANZ,wnn,LE,10-Jan-2018,Extinct
wno,wno-Latn-ID,Wano,ID,,,,,,,,SEA,wno,,20-Apr-2018,
wnp,wnp-Latn-PG,Wanap,PG,,,03434,,1,,,MEL,wnp,LE,10-Jan-2018,
wnu,wnu-Latn-PG,Usan,PG,,,,,,,,MEL,wnu,LE,10-Jan-2018,
wnw,wnw-Latn-US,Wintu,US,,,,,1,,,NAM,wnw,LE,9-Jan-2018,
wny,wny-Latn-AU,Wanyi,AU,,,,,1,,,ANZ,wny,LE,10-Jan-2018,
wo,wo-Latn-SN,Wolof,FR GM GW ML MR SN,,,,,,,,WAF WEU,wol,CLDR,,
wo-Arab,wo-Arab-SN,Wolof,FR GM GW ML MR SN,,,,,,,,WAF WEU,wol,,,
woa,woa-Latn-AU,Tyaraity,AU,,,,,1,,,ANZ,woa,LE,10-Jan-2018,
wob,wob-Latn-CI,Wè Northern,CI,,,,,,,,WAF,wob,,,
woc,woc-Latn-PG,Wogeo,PG,,,,,1,,,MEL,woc,LE,10-Jan-2018,
wod,wod-Latn-ID,Wolani,ID,,,01198,,,,,SEA,wod,,20-Apr-2018,
woe,woe-Latn-FM,Woleaian,FM,,,,,,,,MIC,woe,LE,10-Jan-2018,
woe-Wole,woe-Wole-FM,Woleaian,FM,,,,,,1,,MIC,woe,LE,10-Jan-2018,
wof,wof-Latn-GM,"Wolof, Gambian",GM,,,,,,,,WAF,wof,LE,12-Jan-2018,
wof-Arab,wof-Arab-GM,"Wolof, Gambian",GM,,,,,,,,WAF,wof,,,
wog,wog-Latn-PG,Wogamusin,PG,,,,,1,,,MEL,wog,LE,10-Jan-2018,
woi,woi-Latn-ID,Kamang,ID,,,,,1,,,SEA,woi,,,
wok,wok-Latn-CM,Longto,CM,,,,,1,,,MAF,wok,,,
wom,wom-Latn-NG,Wom,NG,,,,,1,,,WAF,wom,,,
won,won-Latn-CD,Wongo,CD,,,01542,,,,,MAF,won,LE,12-Jan-2018,
woo,woo-Latn-ID,Manombai,ID,,,,,,,,SEA,woo,,20-Apr-2018,
wor,wor-Latn-ID,Woria,ID,,,,,1,,,SEA,wor,,,
wos,wos-Latn-PG,Hanga Hundi,PG,,,,,,,,MEL,wos,LE,10-Jan-2018,
wow,wow-Latn-ID,Wawonii,ID,,,,,1,,,SEA,wow,,,
woy,woy-Zyyy-ET,Weyto,ET,,,,,1,,,EAF,woy,LE,10-Jan-2018,Extinct
wpc,wpc-Latn-VE,Maco,VE,,,,,,,,SAM,wpc,LE,16-Oct-2018,
wra,wra-Latn-PG,Warapu,PG,,,21169 21170 21171,,,,bpe,MEL,wra,LE,10-Jan-2018,
wrb,wrb-Latn-AU,Warluwara,AU,,,,,1,,,ANZ,wrb,LE,10-Jan-2018,Extinct
wrd,wrd-Arab-AF,Warduji,AF,,,,,1,,1,SAS,wrd,,,
wrg,wrg-Latn-AU,Warungu,AU,,,,,1,,,ANZ,wrg,LE,10-Jan-2018,Extinct
wrh,wrh-Latn-AU,Wiradhuri,AU,,,,,1,,,ANZ,wrh,LE,10-Jan-2018,Extinct
wri,wri-Latn-AU,Wariyangga,AU,,,,,1,,,ANZ,wri,LE,10-Jan-2018,Extinct
wrk,wrk-Latn-AU,Garrwa,AU,,,,,,,,ANZ,wrk,LE,10-Jan-2018,
wrl,wrl-Latn-AU,Warlmanpa,AU,,,,,1,,,ANZ,wrl,LE,10-Jan-2018,
wrm,wrm-Latn-AU,Warumungu,AU,,,,,1,,,ANZ,wrm,LE,10-Jan-2018,
wrn,wrn-Zyyy-SD,Warnang,SD,,,,,1,,,NAF,wrn,,,
wro,wro-Latn-AU,Worrorra,AU,,,,,,1,,ANZ,wro,LE,10-Jan-2018,Extinct
wrp,wrp-Latn-ID,Waropen,ID,,,01227 01230 04620,,1,,,SEA,wrp,,,
wrr,wrr-Latn-AU,Wardaman,AU,,,,,1,,,ANZ,wrr,LE,10-Jan-2018,
wrs,wrs-Latn-PG,Waris,ID PG,,,,,,,,MEL SEA,wrs,LE,10-Jan-2018,
wru,wru-Latn-ID,Waru,ID,,,,,1,,,SEA,wru,,,
wrv,wrv-Latn-PG,Waruna,PG,,,,,1,,,MEL,wrv,LE,10-Jan-2018,
wrw,wrw-Latn-AU,Gugu Warra,AU,,,,,1,,,ANZ,wrw,LE,10-Jan-2018,Extinct
wrx,wrx-Latn-ID,Wae Rana,ID,,,,,1,,,SEA,wrx,,,
wry,wry-Zyyy-IN,Merwari,IN,,,,,1,,,SAS,wry,,,
wrz,wrz-Latn-AU,Waray,AU,,,,,1,,,ANZ,wrz,LE,10-Jan-2018,Extinct
wsa,wsa-Latn-ID,Warembori,ID,,,01127 01208,,1,,,SEA,wsa,,,
wsg,wsg-Gong-IN,"Gondi, Adilabad",IN,,,,,,,,SAS,wsg,,,
wsg-Deva,wsg-Deva-IN,"Gondi, Adilabad",IN,,,,,,,,SAS,wsg,,,
wsg-Gonm,wsg-Gonm-IN,"Gondi, Adilabad",IN,,,,,,,,SAS,wsg,,,
wsg-Telu,wsg-Telu-IN,"Gondi, Adilabad",IN,,,,,,,,SAS,wsg,,,
wsi,wsi-Latn-VU,Wusi,VU,,,,,1,,,MEL,wsi,LE,10-Jan-2018,
wsk,wsk-Latn-PG,Waskia,PG,,,,,,,,MEL,wsk,LE,10-Jan-2018,
wsr,wsr-Latn-PG,Owenia,PG,,,,,1,,,MEL,wsr,LE,10-Jan-2018,
wss,wss-Latn-GH,Wasa,GH,,,,,,,,WAF,wss,LE,12-Jan-2018,
wsu,wsu-Latn-BR,Wasu,BR,,,,,1,,,SAM,wsu,LE,10-Jan-2018,Extinct
wsv,wsv-Arab-AF,Wotapuri-Katarqalai,AF,,,,,1,,,SAS,wsv,LE,10-Jan-2018,Extinct
wtf,wtf-Latn-PG,Watiwa,PG,,,,,1,,,MEL,wtf,LE,10-Jan-2018,
wth,wth-Latn-AU,Wathawurrung,AU,,,,,1,,,ANZ,wth,LE,10-Jan-2018,Extinct
wti,wti-Latn-ET,Berta,ET SD,,,03151,,,,,EAF NAF,wti,,,
wtk,wtk-Latn-PG,Watakataui,PG,,,,,,,,MEL,wtk,LE,10-Jan-2018,
wtm,wtm-Deva-IN,Mewati,IN,,,,,,,,SAS,wtm,CLDR,,
wtw,wtw-Latn-ID,Wotu,ID,,,,,,,,SEA,wtw,,,
wtw-Bugi,wtw-Bugi-ID,Wotu,ID,,,,,,1,,SEA,wtw,LE,,
wua,wua-Latn-AU,Wikngenchera,AU,,,,,1,,,ANZ,wua,LE,10-Jan-2018,
wub,wub-Latn-AU,Wunambal,AU,,,,,1,,,ANZ,wub,LE,10-Jan-2018,
wud,wud-Latn-TG,Wudu,TG,,,,,1,,,WAF,wud,,,
wuh,wuh-Zyyy-CN,Wutunhua,CN,,,,,,,,EAS,wuh,,,
wul,wul-Latn-ID,Silimo,ID,,,,,,,,SEA,wul,,20-Apr-2018,
wum,wum-Latn-GA,Wumbvu,CG GA,,,,,1,,,MAF,wum,LE,30-Jan-2018,
wun,wun-Latn-TZ,Bungu,TZ,,,,,,,,EAF,wun,,,
wur,wur-Latn-AU,Wurrugu,AU,,,,,1,,,ANZ,wur,LE,10-Jan-2018,Extinct
wut,wut-Latn-PG,Wutung,PG,,,05001,,1,,,MEL,wut,LE,10-Jan-2018,
wuu,wuu-Hans-CN,"Chinese, Wu",CN US,,,00396 08864 08866 08867 19408 19412 19413,,,,,EAS NAM,wuu,CLDR,,
wuu-Hant,wuu-Hant-CN,"Chinese, Wu",CN US,,,00396 08864 08866 08867 19408 19412 19413,,,,,EAS NAM,wuu,,,
wuu-Latn,wuu-Latn-CN,"Chinese, Wu",CN US,,,00396 08864 08866 08867 19408 19412 19413,,,,,EAS NAM,wuu,,,
wuv,wuv-Latn-PG,Wuvulu-Aua,PG,,,,,,,,MEL,wuv,LE,10-Jan-2018,
wux,wux-Latn-AU,Wulna,AU,,,,,1,,,ANZ,wux,LE,10-Jan-2018,
wuy,wuy-Latn-ID,Wauyai,ID,,,,,1,,,SEA,wuy,,,
wwa,wwa-Latn-BJ,Waama,BJ,,,18086,,,,,WAF,wwa,,,
wwb,wwb-Latn-AU,Wakabunga,AU,,,,,1,,,ANZ,wwb,LE,10-Jan-2018,Extinct
wwo,wwo-Latn-VU,Dorig,VU,,,,,,,,MEL,wwo,LE,10-Jan-2018,
wwr,wwr-Latn-AU,Warrwa,AU,,,,,1,,,ANZ,wwr,LE,10-Jan-2018,Extinct
www,www-Latn-CM,Wawa,CM,,,,,1,,,MAF,www,,,
wxa,wxa-Zyyy-CN,Waxianghua,CN,,,,,,,,EAS,wxa,,,
wxw,wxw-Latn-AU,Wardandi,AU,,,,,1,,,ANZ,wxw,LE,10-Jan-2018,Extinct
wya,wya-Latn-US,Wyandot,CA US,,,,,1,,wyn,NAM,wya,LE,9-Jan-2018,
wyb,wyb-Latn-AU,Wangaaybuwan-Ngiyambaa,AU,,,,,1,,,ANZ,wyb,LE,10-Jan-2018,
wyi,wyi-Latn-AU,Woiwurrung,AU,,,,,1,,,ANZ,wyi,LE,10-Jan-2018,Extinct
wym,wym-Latn-PL,Wymysorys,PL,,,,,,,,EEU,wym,LE,12-Jan-2018,
wyn,wyn-Latn-US,Wyandot,US,,,,,,,,NAM,wyn,,,
wyr,wyr-Latn-BR,Wayoró,BR,,,,,1,,,SAM,wyr,LE,9-Jan-2018,
wyy,wyy-Latn-FJ,"Fijian, Western",FJ,,,04459 04461,,,,,MEL,wyy,LE,10-Jan-2018,
x-bad-mru,x-bad-mru-Cyrl-RU,Mono (wrong),RU,,,,,,,,,,,,LE: Need to figure out what code was intended as mru is wrong
xaa,xaa-Latn-ES,Andalusian Arabic,ES PT,,,,,1,,,SEU,xaa,,,Historical
xab,xab-Latn-NG,Sambe,NG,,,,,1,,,WAF,xab,,,
xac,xac-Zyyy-IN,Kachari,IN,,,00619,,,,,SAS,xac,,,
xad,xad-Zyyy-XX,Adai,XX,,,,,,,,???,xad,,,Extinct
xae,xae-Zyyy-XX,Aequian,XX,,,,,,,,???,xae,,,Ancient
xag,xag-Aghb-XX,Aghwan,XX,,,,,,,,???,xag,,,Extinct
xai,xai-Latn-BR,Kaimbé,BR,,,,,1,,,SAM,xai,LE,10-Jan-2018,Extinct
xaj,xaj-Latn-BR,Ararandewára,BR,,,,,1,,,SAM,xaj,LE,10-Jan-2018,Extinct
xak,xak-Latn-VE,Máku,BR VE,,,,,1,,,SAM,xak,LE,10-Jan-2018,Extinct
xal,xal-Cyrl-RU,Kalmyk-Oirat,CN DE KG MN RU TW US,,,,,,,,CAS EAS EEU NAM WEU,xal,,,
xal-Mong-x-todo,xal-Mong-CN-x-todo,Kalmyk-Oirat,CN DE KG MN RU TW US,,,,,,,,CAS EAS EEU NAM WEU,xal,,,
xam,xam-Latn-ZA,|Xam,ZA,,,,,1,,,SAF,xam,LE,10-Jan-2018,Extinct
xan,xan-Ethi-ET,Xamtanga,ET,,,,,,,,EAF,xan,,,
xao,xao-Latn-VN,Khao,VN,,,,,1,,,SEA,xao,NMC,20-Nov-2017,
xap,xap-Zyyy-XX,Apalachee,XX,,,,,,,,???,xap,,,Extinct
xaq,xaq-Zyyy-XX,Aquitanian,XX,,,,,,,,???,xaq,,,Ancient
xar,xar-Latn-PG,Karami,PG,,,,,1,,,MEL,xar,LE,10-Jan-2018,Extinct
xas,xas-Cyrl-RU,Kamas,RU,,,,,1,,,EEU,xas,,,Extinct
xat,xat-Latn-BR,Katawixi,BR,,,,,1,,,SAM,xat,LE,9-Jan-2018,
xau,xau-Latn-ID,Kauwera,ID,,,,,1,,,SEA,xau,,,
xav,xav-Latn-BR,Xavánte,BR,,,,,,,,SAM,xav,CLDR,,
xaw,xaw-Latn-US,Kawaiisu,US,,,,,1,,,NAM,xaw,LE,9-Jan-2018,
xay,xay-Latn-ID,Kayan Mahakam,ID,,,,,1,,,SEA,xay,,,
xba,xba-Latn-BO,Kamba,BO BR,,,,cax,,,cax,SAM,cax,LE,9-Jan-2018,
xbb,xbb-Latn-AU,Lower Burdekin,AU,,,,,1,,,ANZ,xbb,LE,10-Jan-2018,Extinct
xbc-Grek,xbc-Grek-XX,Bactrian,XX,,,,,,,,???,xbc,,,Ancient
xbc-Mani,xbc-Mani-XX,Bactrian,XX,,,,,,,,???,xbc,,,
xbd,xbd-Latn-AU,Bindal,AU,,,,,1,,,ANZ,xbd,LE,10-Jan-2018,Extinct
xbe,xbe-Latn-AU,Bigambal,AU,,,,,1,,,ANZ,xbe,LE,10-Jan-2018,Extinct
xbg,xbg-Latn-AU,Bunganditj,AU,,,,,1,,,ANZ,xbg,LE,10-Jan-2018,Extinct
xbi,xbi-Latn-PG,Kombio,PG,,,01023,,,,,MEL,xbi,LE,10-Jan-2018,
xbj,xbj-Latn-AU,Birrpayi,AU,,,,,1,,,ANZ,xbj,LE,10-Jan-2018,Extinct
xbm,xbm-Latn-FR,Middle Breton,FR,,,,,,,,???,xbm,St,,Historical
xbn,xbn-Latn-MY,Kenaboi,MY,,,,,1,,,SEA,xbn,LE,10-Jan-2018,Extinct
xbo,xbo-Zyyy-XX,Bolgarian,XX,,,,,,,,???,xbo,,,Extinct
xbp,xbp-Latn-AU,Bibbulman,AU,,,,,1,,,ANZ,xbp,LE,10-Jan-2018,Extinct
xbr,xbr-Latn-ID,Kambera,ID,,,,,,,,SEA,xbr,,20-Apr-2018,
xbw,xbw-Latn-BR,Kambiwá,BR,,,,,1,,,SAM,xbw,LE,10-Jan-2018,Extinct
xby,xby-Latn-AU,Batyala,AU,,,,,1,,,ANZ,xby,LE,10-Jan-2018,
xcb,xcb-Zyyy-XX,Cumbric,XX,,,,,,,,???,xcb,,,Extinct
xcc,xcc-Zyyy-XX,Camunic,XX,,,,,,,,???,xcc,,,Ancient
xce,xce-Zyyy-XX,Celtiberian,XX,,,,,,,,???,xce,,,Celtiberian script is a Paleohispanic script 
xcg,xcg-Zyyy-XX,Cisalpine Gaulish,XX,,,,,,,,???,xcg,,,Ancient
xch,xch-Zyyy-US,Chemakum,US,,,,,,,,NAM,xch,,,Extinct
xcl,xcl-Armn-XX,Classical Armenian,XX,,,,,,,,???,xcl,,,Historical
xcm,xcm-Zyyy-XX,Comecrudo,XX,,,,,,,,???,xcm,,,Extinct
xcn,xcn-Zyyy-XX,Cotoname,XX,,,,,,,,???,xcn,,,Extinct
xco,xco-Chrs-UZ,Chorasmian,UZ,,,,,,,,???,xco,,,Ancient
xco-Arab,xco-Arab-XX,Chorasmian,XX,,,,,,,,???,xco,,,
xcr,xcr-Cari-TR,Carian,TR,,,,,,,,WAS,xcr,CLDR,,Ancient
xct,xct-Tibt-XX,Classical Tibetan,XX,,,,,,,,???,xct,,,Historical
xcu,xcu-Zyyy-XX,Curonian,XX,,,,,,,,???,xcu,,,Extinct
xcv,xcv-Zyyy-XX,Chuvantsy,XX,,,,,,,,???,xcv,,,Extinct
xcw,xcw-Zyyy-XX,Coahuilteco,XX,,,,,,,,???,xcw,,,Extinct
xcy,xcy-Zyyy-XX,Cayuse,XX,,,,,,,,???,xcy,,,Extinct
xda,xda-Latn-AU,Darkinyung,AU,,,,,1,,,ANZ,xda,LE,10-Jan-2018,
xdc,xdc-Latn-XX,Dacian,XX,,,,,,,,???,xdc,,,Ancient
xdc-Grek,xdc-Grek-XX,Dacian,XX,,,,,,,,???,xdc,,,
xdk,xdk-Latn-AU,Dharuk,AU,,,,,1,,,ANZ,xdk,LE,10-Jan-2018,Extinct
xdm,xdm-Zyyy-XX,Edomite,XX,,,,,,,,???,xdm,,,Ancient
xdo,xdo-Latn-AO,Kwandu,AO,,,,,,,,MAF,xdo,LE,12-Jan-2018,will be added to ISO 639-3 in 2/2017 (www-01.sil.org/iso639-3/cr_files/2016-037_xdo.pdf)
xdq,xdq-Cyrl-RU,Kaitag,RU,,,,,,,,EEU,xdq,,,auto: Хайдакьан
xdy,xdy-Latn-ID,Malayic Dayak,ID,,,00741 00742 03791 03802 04632 04872 05052 05063 05075 05081 05085 05086 05089 06362 21135,,,,,SEA,xdy,,,
xeb,xeb-Zyyy-XX,Eblan,XX,,,,,,,,???,xeb,,,Ancient
xed,xed-Latn-CM,Hdi,CM NG,,,,,,,,MAF WAF,xed,,,
xeg,xeg-Latn-ZA,||Xegwi,ZA,,,,,1,,,SAF,xeg,LE,10-Jan-2018,Extinct
xel,xel-Zyyy-SD,Kelo,SD,,,,,1,,,NAF,xel,,,
xem,xem-Latn-ID,Kembayan,ID,,,04876 04877 05034 05053 05055 05061,,1,,,SEA,xem,,,
xep,xep-Zyyy-XX,Epi-Olmec,XX,,,,,,,,???,xep,,,Ancient
xer,xer-Latn-BR,Xerénte,BR,,,,,,,,SAM,xer,LE,9-Jan-2018,
xes,xes-Latn-PG,Kesawai,PG,,,,,,1,,MEL,xes,LE,10-Jan-2018,
xet,xet-Latn-BR,Xetá,BR,,,,,1,,,SAM,xet,LE,9-Jan-2018,
